id,series,period,dataValue,status,units,subject,groupName
955,BDCQ.SEA2FA,2012.06,1338.846731,F,Value,Business Data Collection - BDC,Industry by employment variable
956,BDCQ.SEA2FA,2012.09,1345.017331,F,Value,Business Data Collection - BDC,Industry by employment variable
957,BDCQ.SEA2FA,2012.12,1388.008256,F,Value,Business Data Collection - BDC,Industry by employment variable
958,BDCQ.SEA2FA,2013.03,1324.2791,F,Value,Business Data Collection - BDC,Industry by employment variable
959,BDCQ.SEA2FA,2013.06,1362.673054,F,Value,Business Data Collection - BDC,Industry by employment variable
960,BDCQ.SEA2FA,2013.09,1375.799069,F,Value,Business Data Collection - BDC,Industry by employment variable
961,BDCQ.SEA2FA,2013.12,1428.484627,F,Value,Business Data Collection - BDC,Industry by employment variable
962,BDCQ.SEA2FA,2014.03,1379.061586,F,Value,Business Data Collection - BDC,Industry by employment variable
963,BDCQ.SEA2FA,2014.06,1439.978156,F,Value,Business Data Collection - BDC,Industry by employment variable
964,BDCQ.SEA2FA,2014.09,1448.303429,F,Value,Business Data Collection - BDC,Industry by employment variable
965,BDCQ.SEA2FA,2014.12,1534.111819,F,Value,Business Data Collection - BDC,Industry by employment variable
966,BDCQ.SEA2FA,2015.03,1464.191105,F,Value,Business Data Collection - BDC,Industry by employment variable
967,BDCQ.SEA2FA,2015.06,1527.511727,F,Value,Business Data Collection - BDC,Industry by employment variable
968,BDCQ.SEA2FA,2015.09,1547.607618,F,Value,Business Data Collection - BDC,Industry by employment variable
969,BDCQ.SEA2FA,2015.12,1567.431052,F,Value,Business Data Collection - BDC,Industry by employment variable
970,BDCQ.SEA2FA,2016.03,1556.108931,F,Value,Business Data Collection - BDC,Industry by employment variable
971,BDCQ.SEA2FA,2016.06,1608.761533,F,Value,Business Data Collection - BDC,Industry by employment variable
972,BDCQ.SEA2FA,2016.09,1579.22115,F,Value,Business Data Collection - BDC,Industry by employment variable
973,BDCQ.SEA2FA,2016.12,1623.218129,F,Value,Business Data Collection - BDC,Industry by employment variable
974,BDCQ.SEA2FA,2017.03,1596.085327,F,Value,Business Data Collection - BDC,Industry by employment variable
975,BDCQ.SEA2FA,2017.06,1682.753422,F,Value,Business Data Collection - BDC,Industry by employment variable
976,BDCQ.SEA2FA,2017.09,1655.162679,F,Value,Business Data Collection - BDC,Industry by employment variable
977,BDCQ.SEA2FA,2017.12,1735.675109,F,Value,Business Data Collection - BDC,Industry by employment variable
978,BDCQ.SEA2FA,2018.03,1728.143292,F,Value,Business Data Collection - BDC,Industry by employment variable
979,BDCQ.SEA2FA,2018.06,1783.396411,F,Value,Business Data Collection - BDC,Industry by employment variable
980,BDCQ.SEA2FA,2018.09,1766.143447,F,Value,Business Data Collection - BDC,Industry by employment variable
981,BDCQ.SEA2FA,2018.12,1853.044883,F,Value,Business Data Collection - BDC,Industry by employment variable
982,BDCQ.SEA2FA,2019.03,1743.157566,F,Value,Business Data Collection - BDC,Industry by employment variable
983,BDCQ.SEA2FA,2019.06,1860.412764,F,Value,Business Data Collection - BDC,Industry by employment variable
984,BDCQ.SEA2FA,2019.09,1837.346357,F,Value,Business Data Collection - BDC,Industry by employment variable
985,BDCQ.SEA2FA,2019.12,1942.242002,F,Value,Business Data Collection - BDC,Industry by employment variable
986,BDCQ.SEA2FA,2020.03,1848.253261,F,Value,Business Data Collection - BDC,Industry by employment variable
987,BDCQ.SEA2FA,2020.06,1811.154654,F,Value,Business Data Collection - BDC,Industry by employment variable
988,BDCQ.SEA2FA,2020.09,1877.701571,F,Value,Business Data Collection - BDC,Industry by employment variable
989,BDCQ.SEA2GA,2011.06,1374.110342,F,Value,Business Data Collection - BDC,Industry by employment variable
990,BDCQ.SEA2GA,2011.09,1400.053247,F,Value,Business Data Collection - BDC,Industry by employment variable
991,BDCQ.SEA2GA,2011.12,1483.39303,F,Value,Business Data Collection - BDC,Industry by employment variable
992,BDCQ.SEA2GA,2012.03,1471.894214,F,Value,Business Data Collection - BDC,Industry by employment variable
993,BDCQ.SEA2GA,2012.06,1459.906354,F,Value,Business Data Collection - BDC,Industry by employment variable
994,BDCQ.SEA2GA,2012.09,1474.638375,F,Value,Business Data Collection - BDC,Industry by employment variable
995,BDCQ.SEA2GA,2012.12,1530.047528,F,Value,Business Data Collection - BDC,Industry by employment variable
996,BDCQ.SEA2GA,2013.03,1511.925612,F,Value,Business Data Collection - BDC,Industry by employment variable
997,BDCQ.SEA2GA,2013.06,1492.72224,F,Value,Business Data Collection - BDC,Industry by employment variable
998,BDCQ.SEA2GA,2013.09,1490.438535,F,Value,Business Data Collection - BDC,Industry by employment variable
999,BDCQ.SEA2GA,2013.12,1607.505275,F,Value,Business Data Collection - BDC,Industry by employment variable
1000,BDCQ.SEA2GA,2014.03,1539.146756,F,Value,Business Data Collection - BDC,Industry by employment variable
1001,BDCQ.SEA2GA,2014.06,1538.892868,F,Value,Business Data Collection - BDC,Industry by employment variable
1002,BDCQ.SEA2GA,2014.09,1589.657772,F,Value,Business Data Collection - BDC,Industry by employment variable
1003,BDCQ.SEA2GA,2014.12,1669.231944,F,Value,Business Data Collection - BDC,Industry by employment variable
1004,BDCQ.SEA2GA,2015.03,1618.842302,F,Value,Business Data Collection - BDC,Industry by employment variable
1005,BDCQ.SEA2GA,2015.06,1624.181054,F,Value,Business Data Collection - BDC,Industry by employment variable
1006,BDCQ.SEA2GA,2015.09,1680.789981,F,Value,Business Data Collection - BDC,Industry by employment variable
1007,BDCQ.SEA2GA,2015.12,1758.667107,F,Value,Business Data Collection - BDC,Industry by employment variable
1008,BDCQ.SEA2GA,2016.03,1761.772122,F,Value,Business Data Collection - BDC,Industry by employment variable
1009,BDCQ.SEA2GA,2016.06,1755.404704,F,Value,Business Data Collection - BDC,Industry by employment variable
1010,BDCQ.SEA2GA,2016.09,1779.232491,F,Value,Business Data Collection - BDC,Industry by employment variable
1011,BDCQ.SEA2GA,2016.12,1873.761173,F,Value,Business Data Collection - BDC,Industry by employment variable
1012,BDCQ.SEA2GA,2017.03,1882.58515,F,Value,Business Data Collection - BDC,Industry by employment variable
1013,BDCQ.SEA2GA,2017.06,1863.912046,F,Value,Business Data Collection - BDC,Industry by employment variable
1014,BDCQ.SEA2GA,2017.09,1886.87076,F,Value,Business Data Collection - BDC,Industry by employment variable
1015,BDCQ.SEA2GA,2017.12,2009.257883,F,Value,Business Data Collection - BDC,Industry by employment variable
1016,BDCQ.SEA2GA,2018.03,1924.904167,F,Value,Business Data Collection - BDC,Industry by employment variable
1017,BDCQ.SEA2GA,2018.06,1961.195908,F,Value,Business Data Collection - BDC,Industry by employment variable
1018,BDCQ.SEA2GA,2018.09,2018.583919,F,Value,Business Data Collection - BDC,Industry by employment variable
1019,BDCQ.SEA2GA,2018.12,2128.867941,F,Value,Business Data Collection - BDC,Industry by employment variable
1020,BDCQ.SEA2GA,2019.03,1967.750094,F,Value,Business Data Collection - BDC,Industry by employment variable
1021,BDCQ.SEA2GA,2019.06,2050.861313,F,Value,Business Data Collection - BDC,Industry by employment variable
1022,BDCQ.SEA2GA,2019.09,2053.689289,F,Value,Business Data Collection - BDC,Industry by employment variable
1023,BDCQ.SEA2GA,2019.12,2251.240925,F,Value,Business Data Collection - BDC,Industry by employment variable
1024,BDCQ.SEA2GA,2020.03,2108.0713,F,Value,Business Data Collection - BDC,Industry by employment variable
1025,BDCQ.SEA2GA,2020.06,2027.437404,F,Value,Business Data Collection - BDC,Industry by employment variable
1026,BDCQ.SEA2GA,2020.09,2160.66132,F,Value,Business Data Collection - BDC,Industry by employment variable
1027,BDCQ.SEA2HA,2011.06,608.836289,F,Value,Business Data Collection - BDC,Industry by employment variable
1028,BDCQ.SEA2HA,2011.09,622.103805,F,Value,Business Data Collection - BDC,Industry by employment variable
1029,BDCQ.SEA2HA,2011.12,670.394434,F,Value,Business Data Collection - BDC,Industry by employment variable
1030,BDCQ.SEA2HA,2012.03,685.787514,F,Value,Business Data Collection - BDC,Industry by employment variable
1031,BDCQ.SEA2HA,2012.06,652.186281,F,Value,Business Data Collection - BDC,Industry by employment variable
1032,BDCQ.SEA2HA,2012.09,660.226007,F,Value,Business Data Collection - BDC,Industry by employment variable
1033,BDCQ.SEA2HA,2012.12,701.806837,F,Value,Business Data Collection - BDC,Industry by employment variable
1034,BDCQ.SEA2HA,2013.03,706.719778,F,Value,Business Data Collection - BDC,Industry by employment variable
1035,BDCQ.SEA2HA,2013.06,697.43434,F,Value,Business Data Collection - BDC,Industry by employment variable
1036,BDCQ.SEA2HA,2013.09,680.239157,F,Value,Business Data Collection - BDC,Industry by employment variable
1037,BDCQ.SEA2HA,2013.12,750.684545,F,Value,Business Data Collection - BDC,Industry by employment variable
1038,BDCQ.SEA2HA,2014.03,754.995764,F,Value,Business Data Collection - BDC,Industry by employment variable
1039,BDCQ.SEA2HA,2014.06,733.956154,F,Value,Business Data Collection - BDC,Industry by employment variable
1040,BDCQ.SEA2HA,2014.09,728.853756,F,Value,Business Data Collection - BDC,Industry by employment variable
1041,BDCQ.SEA2HA,2014.12,807.973306,F,Value,Business Data Collection - BDC,Industry by employment variable
1042,BDCQ.SEA2HA,2015.03,809.390987,F,Value,Business Data Collection - BDC,Industry by employment variable
1043,BDCQ.SEA2HA,2015.06,799.732357,F,Value,Business Data Collection - BDC,Industry by employment variable
1044,BDCQ.SEA2HA,2015.09,796.640367,F,Value,Business Data Collection - BDC,Industry by employment variable
1045,BDCQ.SEA2HA,2015.12,869.233498,F,Value,Business Data Collection - BDC,Industry by employment variable
1046,BDCQ.SEA2HA,2016.03,919.216222,F,Value,Business Data Collection - BDC,Industry by employment variable
1047,BDCQ.SEA2HA,2016.06,888.273948,F,Value,Business Data Collection - BDC,Industry by employment variable
1048,BDCQ.SEA2HA,2016.09,878.106617,F,Value,Business Data Collection - BDC,Industry by employment variable
1049,BDCQ.SEA2HA,2016.12,972.536538,F,Value,Business Data Collection - BDC,Industry by employment variable
1050,BDCQ.SEA2HA,2017.03,1015.962354,F,Value,Business Data Collection - BDC,Industry by employment variable
1051,BDCQ.SEA2HA,2017.06,986.384777,F,Value,Business Data Collection - BDC,Industry by employment variable
1052,BDCQ.SEA2HA,2017.09,951.561884,F,Value,Business Data Collection - BDC,Industry by employment variable
1053,BDCQ.SEA2HA,2017.12,1063.965875,F,Value,Business Data Collection - BDC,Industry by employment variable
1054,BDCQ.SEA2HA,2018.03,1054.92525,F,Value,Business Data Collection - BDC,Industry by employment variable
1055,BDCQ.SEA2HA,2018.06,1054.548374,F,Value,Business Data Collection - BDC,Industry by employment variable
1056,BDCQ.SEA2HA,2018.09,1023.243766,F,Value,Business Data Collection - BDC,Industry by employment variable
1057,BDCQ.SEA2HA,2018.12,1139.091936,F,Value,Business Data Collection - BDC,Industry by employment variable
1058,BDCQ.SEA2HA,2019.03,1124.608224,F,Value,Business Data Collection - BDC,Industry by employment variable
1059,BDCQ.SEA2HA,2019.06,1117.39197,F,Value,Business Data Collection - BDC,Industry by employment variable
1060,BDCQ.SEA2HA,2019.09,1102.422609,F,Value,Business Data Collection - BDC,Industry by employment variable
1061,BDCQ.SEA2HA,2019.12,1236.094406,F,Value,Business Data Collection - BDC,Industry by employment variable
1062,BDCQ.SEA2HA,2020.03,1168.951537,F,Value,Business Data Collection - BDC,Industry by employment variable
1063,BDCQ.SEA2HA,2020.06,1027.933821,F,Value,Business Data Collection - BDC,Industry by employment variable
1064,BDCQ.SEA2HA,2020.09,1088.005497,F,Value,Business Data Collection - BDC,Industry by employment variable
1065,BDCQ.SEA2IA,2011.06,994.986261,F,Value,Business Data Collection - BDC,Industry by employment variable
1066,BDCQ.SEA2IA,2011.09,1059.493674,F,Value,Business Data Collection - BDC,Industry by employment variable
1067,BDCQ.SEA2IA,2011.12,1055.448033,F,Value,Business Data Collection - BDC,Industry by employment variable
1068,BDCQ.SEA2IA,2012.03,1057.046942,F,Value,Business Data Collection - BDC,Industry by employment variable
1069,BDCQ.SEA2IA,2012.06,1051.371715,F,Value,Business Data Collection - BDC,Industry by employment variable
1070,BDCQ.SEA2IA,2012.09,1096.110962,F,Value,Business Data Collection - BDC,Industry by employment variable
1071,BDCQ.SEA2IA,2012.12,1105.428405,F,Value,Business Data Collection - BDC,Industry by employment variable
1072,BDCQ.SEA2IA,2013.03,1081.960983,F,Value,Business Data Collection - BDC,Industry by employment variable
1073,BDCQ.SEA2IA,2013.06,1112.401525,F,Value,Business Data Collection - BDC,Industry by employment variable
1074,BDCQ.SEA2IA,2013.09,1179.545869,F,Value,Business Data Collection - BDC,Industry by employment variable
1075,BDCQ.SEA2IA,2013.12,1182.291152,F,Value,Business Data Collection - BDC,Industry by employment variable
1076,BDCQ.SEA2IA,2014.03,1138.135666,F,Value,Business Data Collection - BDC,Industry by employment variable
1077,BDCQ.SEA2IA,2014.06,1169.873642,F,Value,Business Data Collection - BDC,Industry by employment variable
1078,BDCQ.SEA2IA,2014.09,1255.26734,F,Value,Business Data Collection - BDC,Industry by employment variable
1079,BDCQ.SEA2IA,2014.12,1250.060001,F,Value,Business Data Collection - BDC,Industry by employment variable
1080,BDCQ.SEA2IA,2015.03,1184.768612,F,Value,Business Data Collection - BDC,Industry by employment variable
1081,BDCQ.SEA2IA,2015.06,1220.370796,F,Value,Business Data Collection - BDC,Industry by employment variable
1082,BDCQ.SEA2IA,2015.09,1317.588513,F,Value,Business Data Collection - BDC,Industry by employment variable
1083,BDCQ.SEA2IA,2015.12,1311.459823,F,Value,Business Data Collection - BDC,Industry by employment variable
1084,BDCQ.SEA2IA,2016.03,1255.281627,F,Value,Business Data Collection - BDC,Industry by employment variable
1085,BDCQ.SEA2IA,2016.06,1321.33694,F,Value,Business Data Collection - BDC,Industry by employment variable
1086,BDCQ.SEA2IA,2016.09,1391.958097,F,Value,Business Data Collection - BDC,Industry by employment variable
1087,BDCQ.SEA2IA,2016.12,1384.260257,F,Value,Business Data Collection - BDC,Industry by employment variable
1088,BDCQ.SEA2IA,2017.03,1344.258789,F,Value,Business Data Collection - BDC,Industry by employment variable
1089,BDCQ.SEA2IA,2017.06,1401.431599,F,Value,Business Data Collection - BDC,Industry by employment variable
1090,BDCQ.SEA2IA,2017.09,1456.250671,F,Value,Business Data Collection - BDC,Industry by employment variable
1091,BDCQ.SEA2IA,2017.12,1488.149271,F,Value,Business Data Collection - BDC,Industry by employment variable
1092,BDCQ.SEA2IA,2018.03,1428.083553,F,Value,Business Data Collection - BDC,Industry by employment variable
1093,BDCQ.SEA2IA,2018.06,1485.056052,F,Value,Business Data Collection - BDC,Industry by employment variable
1094,BDCQ.SEA2IA,2018.09,1530.43726,F,Value,Business Data Collection - BDC,Industry by employment variable
1095,BDCQ.SEA2IA,2018.12,1587.07674,F,Value,Business Data Collection - BDC,Industry by employment variable
1096,BDCQ.SEA2IA,2019.03,1492.478708,F,Value,Business Data Collection - BDC,Industry by employment variable
1097,BDCQ.SEA2IA,2019.06,1594.705401,F,Value,Business Data Collection - BDC,Industry by employment variable
1098,BDCQ.SEA2IA,2019.09,1533.34193,F,Value,Business Data Collection - BDC,Industry by employment variable
1099,BDCQ.SEA2IA,2019.12,1687.257924,F,Value,Business Data Collection - BDC,Industry by employment variable
1100,BDCQ.SEA2IA,2020.03,1536.371908,F,Value,Business Data Collection - BDC,Industry by employment variable
1101,BDCQ.SEA2IA,2020.06,1506.456503,F,Value,Business Data Collection - BDC,Industry by employment variable
1102,BDCQ.SEA2IA,2020.09,1471.686852,F,Value,Business Data Collection - BDC,Industry by employment variable
1103,BDCQ.SEA2JA,2011.06,535.456428,F,Value,Business Data Collection - BDC,Industry by employment variable
1104,BDCQ.SEA2JA,2011.09,671.59369,F,Value,Business Data Collection - BDC,Industry by employment variable
1105,BDCQ.SEA2JA,2011.12,557.092496,F,Value,Business Data Collection - BDC,Industry by employment variable
1106,BDCQ.SEA2JA,2012.03,558.756866,F,Value,Business Data Collection - BDC,Industry by employment variable
1107,BDCQ.SEA2JA,2012.06,590.877571,F,Value,Business Data Collection - BDC,Industry by employment variable
1108,BDCQ.SEA2JA,2012.09,676.424975,F,Value,Business Data Collection - BDC,Industry by employment variable
1109,BDCQ.SEA2JA,2012.12,576.919277,F,Value,Business Data Collection - BDC,Industry by employment variable
1110,BDCQ.SEA2JA,2013.03,576.318493,F,Value,Business Data Collection - BDC,Industry by employment variable
1111,BDCQ.SEA2JA,2013.06,564.671796,F,Value,Business Data Collection - BDC,Industry by employment variable
1112,BDCQ.SEA2JA,2013.09,587.476618,F,Value,Business Data Collection - BDC,Industry by employment variable
1113,BDCQ.SEA2JA,2013.12,584.218104,F,Value,Business Data Collection - BDC,Industry by employment variable
1114,BDCQ.SEA2JA,2014.03,541.501583,F,Value,Business Data Collection - BDC,Industry by employment variable
1115,BDCQ.SEA2JA,2014.06,567.907193,F,Value,Business Data Collection - BDC,Industry by employment variable
1116,BDCQ.SEA2JA,2014.09,631.812342,F,Value,Business Data Collection - BDC,Industry by employment variable
1117,BDCQ.SEA2JA,2014.12,598.32224,F,Value,Business Data Collection - BDC,Industry by employment variable
1118,BDCQ.SEA2JA,2015.03,536.060557,F,Value,Business Data Collection - BDC,Industry by employment variable
1119,BDCQ.SEA2JA,2015.06,571.205521,F,Value,Business Data Collection - BDC,Industry by employment variable
1120,BDCQ.SEA2JA,2015.09,606.213033,F,Value,Business Data Collection - BDC,Industry by employment variable
1121,BDCQ.SEA2JA,2015.12,597.445341,F,Value,Business Data Collection - BDC,Industry by employment variable
1122,BDCQ.SEA2JA,2016.03,573.009975,F,Value,Business Data Collection - BDC,Industry by employment variable
1123,BDCQ.SEA2JA,2016.06,621.166692,F,Value,Business Data Collection - BDC,Industry by employment variable
1124,BDCQ.SEA2JA,2016.09,615.750497,F,Value,Business Data Collection - BDC,Industry by employment variable
1125,BDCQ.SEA2JA,2016.12,621.4709,F,Value,Business Data Collection - BDC,Industry by employment variable
1126,BDCQ.SEA2JA,2017.03,585.992123,F,Value,Business Data Collection - BDC,Industry by employment variable
1127,BDCQ.SEA2JA,2017.06,636.337517,F,Value,Business Data Collection - BDC,Industry by employment variable
1128,BDCQ.SEA2JA,2017.09,660.567131,F,Value,Business Data Collection - BDC,Industry by employment variable
1129,BDCQ.SEA2JA,2017.12,641.13093,F,Value,Business Data Collection - BDC,Industry by employment variable
1130,BDCQ.SEA2JA,2018.03,597.233451,F,Value,Business Data Collection - BDC,Industry by employment variable
1131,BDCQ.SEA2JA,2018.06,638.130702,F,Value,Business Data Collection - BDC,Industry by employment variable
1132,BDCQ.SEA2JA,2018.09,638.603423,F,Value,Business Data Collection - BDC,Industry by employment variable
1133,BDCQ.SEA2JA,2018.12,642.542497,F,Value,Business Data Collection - BDC,Industry by employment variable
1134,BDCQ.SEA2JA,2019.03,590.170015,F,Value,Business Data Collection - BDC,Industry by employment variable
1135,BDCQ.SEA2JA,2019.06,649.756372,F,Value,Business Data Collection - BDC,Industry by employment variable
1136,BDCQ.SEA2JA,2019.09,648.629405,F,Value,Business Data Collection - BDC,Industry by employment variable
1137,BDCQ.SEA2JA,2019.12,661.948554,F,Value,Business Data Collection - BDC,Industry by employment variable
1138,BDCQ.SEA2JA,2020.03,630.800439,F,Value,Business Data Collection - BDC,Industry by employment variable
1139,BDCQ.SEA2JA,2020.06,618.91399,F,Value,Business Data Collection - BDC,Industry by employment variable
1140,BDCQ.SEA2JA,2020.09,608.209294,F,Value,Business Data Collection - BDC,Industry by employment variable
1141,BDCQ.SEA2KA,2011.06,1011.747922,F,Value,Business Data Collection - BDC,Industry by employment variable
1142,BDCQ.SEA2KA,2011.09,1086.826372,F,Value,Business Data Collection - BDC,Industry by employment variable
1143,BDCQ.SEA2KA,2011.12,1200.486785,F,Value,Business Data Collection - BDC,Industry by employment variable
1144,BDCQ.SEA2KA,2012.03,1048.191199,F,Value,Business Data Collection - BDC,Industry by employment variable
1145,BDCQ.SEA2KA,2012.06,1064.839588,F,Value,Business Data Collection - BDC,Industry by employment variable
1146,BDCQ.SEA2KA,2012.09,1130.056885,F,Value,Business Data Collection - BDC,Industry by employment variable
1147,BDCQ.SEA2KA,2012.12,1021.118754,F,Value,Business Data Collection - BDC,Industry by employment variable
1148,BDCQ.SEA2KA,2013.03,1098.147447,F,Value,Business Data Collection - BDC,Industry by employment variable
1149,BDCQ.SEA2KA,2013.06,1098.523504,F,Value,Business Data Collection - BDC,Industry by employment variable
1150,BDCQ.SEA2KA,2013.09,1187.728978,F,Value,Business Data Collection - BDC,Industry by employment variable
1151,BDCQ.SEA2KA,2013.12,1283.269941,F,Value,Business Data Collection - BDC,Industry by employment variable
1152,BDCQ.SEA2KA,2014.03,1122.061323,F,Value,Business Data Collection - BDC,Industry by employment variable
1153,BDCQ.SEA2KA,2014.06,1145.130744,F,Value,Business Data Collection - BDC,Industry by employment variable
1154,BDCQ.SEA2KA,2014.09,1270.598382,F,Value,Business Data Collection - BDC,Industry by employment variable
1155,BDCQ.SEA2KA,2014.12,1340.254672,F,Value,Business Data Collection - BDC,Industry by employment variable
1156,BDCQ.SEA2KA,2015.03,1204.892554,F,Value,Business Data Collection - BDC,Industry by employment variable
1157,BDCQ.SEA2KA,2015.06,1225.115541,F,Value,Business Data Collection - BDC,Industry by employment variable
1158,BDCQ.SEA2KA,2015.09,1357.721938,F,Value,Business Data Collection - BDC,Industry by employment variable
1159,BDCQ.SEA2KA,2015.12,1438.42023,F,Value,Business Data Collection - BDC,Industry by employment variable
1160,BDCQ.SEA2KA,2016.03,1296.460281,F,Value,Business Data Collection - BDC,Industry by employment variable
1161,BDCQ.SEA2KA,2016.06,1273.098405,F,Value,Business Data Collection - BDC,Industry by employment variable
1162,BDCQ.SEA2KA,2016.09,1386.198641,F,Value,Business Data Collection - BDC,Industry by employment variable
1163,BDCQ.SEA2KA,2016.12,1410.808015,F,Value,Business Data Collection - BDC,Industry by employment variable
1164,BDCQ.SEA2KA,2017.03,1326.15042,F,Value,Business Data Collection - BDC,Industry by employment variable
1165,BDCQ.SEA2KA,2017.06,1316.814247,F,Value,Business Data Collection - BDC,Industry by employment variable
1166,BDCQ.SEA2KA,2017.09,1451.307538,F,Value,Business Data Collection - BDC,Industry by employment variable
1167,BDCQ.SEA2KA,2017.12,1477.047936,F,Value,Business Data Collection - BDC,Industry by employment variable
1168,BDCQ.SEA2KA,2018.03,1359.382143,F,Value,Business Data Collection - BDC,Industry by employment variable
1169,BDCQ.SEA2KA,2018.06,1349.156802,F,Value,Business Data Collection - BDC,Industry by employment variable
1170,BDCQ.SEA2KA,2018.09,1480.548955,F,Value,Business Data Collection - BDC,Industry by employment variable
1171,BDCQ.SEA2KA,2018.12,1547.869825,F,Value,Business Data Collection - BDC,Industry by employment variable
1172,BDCQ.SEA2KA,2019.03,1399.39764,F,Value,Business Data Collection - BDC,Industry by employment variable
1173,BDCQ.SEA2KA,2019.06,1410.570898,F,Value,Business Data Collection - BDC,Industry by employment variable
1174,BDCQ.SEA2KA,2019.09,1566.296301,F,Value,Business Data Collection - BDC,Industry by employment variable
1175,BDCQ.SEA2KA,2019.12,1724.291856,F,Value,Business Data Collection - BDC,Industry by employment variable
1176,BDCQ.SEA2KA,2020.03,1475.592812,F,Value,Business Data Collection - BDC,Industry by employment variable
1177,BDCQ.SEA2KA,2020.06,1512.751568,F,Value,Business Data Collection - BDC,Industry by employment variable
1178,BDCQ.SEA2KA,2020.09,1603.144925,F,Value,Business Data Collection - BDC,Industry by employment variable
1179,BDCQ.SEA2LA,2011.06,265.91283,F,Value,Business Data Collection - BDC,Industry by employment variable
1180,BDCQ.SEA2LA,2011.09,264.639443,F,Value,Business Data Collection - BDC,Industry by employment variable
1181,BDCQ.SEA2LA,2011.12,275.766053,F,Value,Business Data Collection - BDC,Industry by employment variable
1182,BDCQ.SEA2LA,2012.03,279.071785,F,Value,Business Data Collection - BDC,Industry by employment variable
1183,BDCQ.SEA2LA,2012.06,281.412989,F,Value,Business Data Collection - BDC,Industry by employment variable
1184,BDCQ.SEA2LA,2012.09,280.740723,F,Value,Business Data Collection - BDC,Industry by employment variable
1185,BDCQ.SEA2LA,2012.12,290.245279,F,Value,Business Data Collection - BDC,Industry by employment variable
1186,BDCQ.SEA2LA,2013.03,286.993234,F,Value,Business Data Collection - BDC,Industry by employment variable
1187,BDCQ.SEA2LA,2013.06,296.724527,F,Value,Business Data Collection - BDC,Industry by employment variable
1188,BDCQ.SEA2LA,2013.09,295.903771,F,Value,Business Data Collection - BDC,Industry by employment variable
1189,BDCQ.SEA2LA,2013.12,311.2645,F,Value,Business Data Collection - BDC,Industry by employment variable
1190,BDCQ.SEA2LA,2014.03,308.949237,F,Value,Business Data Collection - BDC,Industry by employment variable
1191,BDCQ.SEA2LA,2014.06,319.000929,F,Value,Business Data Collection - BDC,Industry by employment variable
1192,BDCQ.SEA2LA,2014.09,320.954324,F,Value,Business Data Collection - BDC,Industry by employment variable
1193,BDCQ.SEA2LA,2014.12,358.44214,F,Value,Business Data Collection - BDC,Industry by employment variable
1194,BDCQ.SEA2LA,2015.03,345.905311,F,Value,Business Data Collection - BDC,Industry by employment variable
1195,BDCQ.SEA2LA,2015.06,359.92062,F,Value,Business Data Collection - BDC,Industry by employment variable
1196,BDCQ.SEA2LA,2015.09,358.432714,F,Value,Business Data Collection - BDC,Industry by employment variable
1197,BDCQ.SEA2LA,2015.12,375.754978,F,Value,Business Data Collection - BDC,Industry by employment variable
1198,BDCQ.SEA2LA,2016.03,382.800723,F,Value,Business Data Collection - BDC,Industry by employment variable
1199,BDCQ.SEA2LA,2016.06,399.180447,F,Value,Business Data Collection - BDC,Industry by employment variable
1200,BDCQ.SEA2LA,2016.09,387.398783,F,Value,Business Data Collection - BDC,Industry by employment variable
1201,BDCQ.SEA2LA,2016.12,411.253135,F,Value,Business Data Collection - BDC,Industry by employment variable
1202,BDCQ.SEA2LA,2017.03,416.597318,F,Value,Business Data Collection - BDC,Industry by employment variable
1203,BDCQ.SEA2LA,2017.06,435.688992,F,Value,Business Data Collection - BDC,Industry by employment variable
1204,BDCQ.SEA2LA,2017.09,433.147038,F,Value,Business Data Collection - BDC,Industry by employment variable
1205,BDCQ.SEA2LA,2017.12,456.637841,F,Value,Business Data Collection - BDC,Industry by employment variable
1206,BDCQ.SEA2LA,2018.03,454.364381,F,Value,Business Data Collection - BDC,Industry by employment variable
1207,BDCQ.SEA2LA,2018.06,512.634158,F,Value,Business Data Collection - BDC,Industry by employment variable
1208,BDCQ.SEA2LA,2018.09,466.928254,F,Value,Business Data Collection - BDC,Industry by employment variable
1209,BDCQ.SEA2LA,2018.12,500.412653,F,Value,Business Data Collection - BDC,Industry by employment variable
1210,BDCQ.SEA2LA,2019.03,474.638565,F,Value,Business Data Collection - BDC,Industry by employment variable
1211,BDCQ.SEA2LA,2019.06,497.807124,F,Value,Business Data Collection - BDC,Industry by employment variable
1212,BDCQ.SEA2LA,2019.09,501.087879,F,Value,Business Data Collection - BDC,Industry by employment variable
1213,BDCQ.SEA2LA,2019.12,542.006285,F,Value,Business Data Collection - BDC,Industry by employment variable
1214,BDCQ.SEA2LA,2020.03,522.518184,F,Value,Business Data Collection - BDC,Industry by employment variable
1215,BDCQ.SEA2LA,2020.06,494.105389,F,Value,Business Data Collection - BDC,Industry by employment variable
1216,BDCQ.SEA2LA,2020.09,509.533746,F,Value,Business Data Collection - BDC,Industry by employment variable
1217,BDCQ.SEA2MA,2011.06,1825.102997,F,Value,Business Data Collection - BDC,Industry by employment variable
1218,BDCQ.SEA2MA,2011.09,1861.963628,F,Value,Business Data Collection - BDC,Industry by employment variable
1219,BDCQ.SEA2MA,2011.12,1893.461068,F,Value,Business Data Collection - BDC,Industry by employment variable
1220,BDCQ.SEA2MA,2012.03,1878.152399,F,Value,Business Data Collection - BDC,Industry by employment variable
